FATP-QT,,,,,,,,,,,,Parametric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Site,Product,SerialNumber,Special Build Name,Special Build Description,Unit Number,Station ID,Test Pass/Fail Status,StartTime,EndTime,Version,List of Failing Tests,2V4_DUT_Applied_Voltage,2V4_MCU_AID_Fall_Time,2V4_MCU_AID_Rise_Time,2V4_MCU_Bits_period,2V4_MCU_VOH,2V4_MCU_VOL,4V8_DUT_Applied_Voltage,4V8_MCU_AID_Fall_Time,4V8_MCU_AID_Rise_Time,4V8_MCU_Bits_period,4V8_MCU_VOH,4V8_MCU_VOL,5V_2P5A_Charge_Capability,5V_2P5A_Charge_Type,5V_2P5A_Charge_Voltage,5V_2P5A_CURR_USBC_PD,5V_2P5A_DCR,5V_2P5A_DUT_Input_Voltage,5V_2P5A_Orion_Power_Voltage,5W_5V_1P0A_BRICKID_CAPABILITY_Curr,5W_5V_1P0A_BRICKID_CAPABILITY_DM_Vol,5W_5V_1P0A_BRICKID_CAPABILITY_DP_Vol,5W_5V_1P0A_BRICKID_CAPABILITY_Type,5W_5V_1P0A_BRICKID_CAPABILITY_Vol,5W_5V_1P0A_BRICKID_System_Curr,9V_2P5A_Charge_Capability,9V_2P5A_Charge_Type,9V_2P5A_Charge_Voltage,9V_2P5A_CURR_USBC_PD,9V_2P5A_DCR,9V_2P5A_DUT_Input_Voltage,9V_2P5A_Orion_Power_Voltage,10W_5V_1P5A_BRICKID_CAPABILITY_Curr,10W_5V_1P5A_BRICKID_CAPABILITY_DM_Vol,10W_5V_1P5A_BRICKID_CAPABILITY_DP_Vol,10W_5V_1P5A_BRICKID_CAPABILITY_Type,10W_5V_1P5A_BRICKID_CAPABILITY_Vol,10W_5V_1P5A_BRICKID_System_Curr,12.5W_5V_1P5A_BRICKID_CAPABILITY_Curr,12.5W_5V_1P5A_BRICKID_CAPABILITY_DM_Vol,12.5W_5V_1P5A_BRICKID_CAPABILITY_DP_Vol,12.5W_5V_1P5A_BRICKID_CAPABILITY_Type,12.5W_5V_1P5A_BRICKID_CAPABILITY_Vol,12.5W_5V_1P5A_BRICKID_System_Curr,CC_Rp_Capability_CURR-10kohm_5V,CC_Rp_Capability_CURR-22kohm_5V,CC_Rp_Capability_CURR-56kohm_5V,CC_Rp_Capability_Type-10kohm_5V,CC_Rp_Capability_Type-22kohm_5V,CC_Rp_Capability_Type-56kohm_5V,CC_Rp_Capability_VOL-10kohm_5V,CC_Rp_Capability_VOL-22kohm_5V,CC_Rp_Capability_VOL-56kohm_5V,CC_Rp_SYS_CURR-10kohm_5V,CC_Rp_SYS_CURR-22kohm_5V,CC_Rp_SYS_Curr-56kohm_5V,FW_VERSION_CCG3,FW_VERSION_L4R5,FW_VERSION_MTFW,GreenPAK ID,KBD_HW_Layout,OrionPWR_On_Sys Voltage,OrionPWR_SYS_CURRENT_ALL_RAILS,OrionPWR_SYS_CURRENT_BLC_ONLY,OrionPWR_SYS_CURRENT_CAPSLOCK_ONLY,OrionPWR_SYS_CURRENT_Energy_Storage,OrionPWR_SYS_CURRENT_Energy_Storage_ONLY,OrionPWR_SYS_CURRENT_IDLE,OrionPWR_SYS_CURRENT_LEDs_to_0PCT_brightness,OrionPWR_SYS_CURRENT_LEDs_to_3P8PCT_brightness,OrionPWR_SYS_CURRENT_LEDs_to_100PCT_brightness,OrionPWR_SYS_CURRENT_LEDs_to_UserMax_brightness,OrionPWR_SYS_CURRENT_MFI_ONLY,OrionPWR_SYS_CURRENT_TOUCH_ONLY,OrionPWR_SYS_CURRENT_USBC_AltPWR_ONLY,PHASE1_CONSUMER_DUT_MODE,PHASE2_C2P_DUT_MODE,PHASE2_SYS_CURRENT_pre_swap_consumer,PHASE2_SYS_CURRENT_pre_swap_provide,PHASE3_Vol_IDBUS_provider,PHASE5:P2C_DUT_MODE,PORION_RVP_OUT_-16V_CURR,PPORION_OVP_OUT_5V2_CURR,PPORION_OVP_OUT_16V_CURR,Production signed check,READ_HW_VERSION,Read_PHASE5_BROWNOUT_STATUS,SYS_IDBUS_6V_VBUS_0V_CURR,SYS_IDBUS_6V_VBUS_5V2_CURR,SYS_IDBUS_-5V2_VBUS_0V_CURR,USBC_PWR_On_Sys Voltage,USBC_PWR_SYS_CURRENT_ALL_RAILS,USBC_PWR_SYS_CURRENT_BLC_ONLY,USBC_PWR_SYS_CURRENT_CAPSLOCK_ONLY,USBC_PWR_SYS_CURRENT_Energy_Storage_5V,USBC_PWR_SYS_CURRENT_Energy_Storage_ONLY,USBC_PWR_SYS_CURRENT_IDLE,USBC_PWR_SYS_CURRENT_LEDs_to_100PCT_brightness,USBC_PWR_SYS_CURRENT_MFI_ONLY,USBC_PWR_SYS_CURRENT_TOUCH_ONLY
FXLH,R118,FTPZQ01NPPHF,R118-EVT,R118-EVT_E1AEN-LHWTE1,,FXLH_F05-4FT-02_1_QT1,PASS,2019/12/5 20:40,2019/12/5 20:45,V1.2.2.0,,2.425046283,72,59.5,9.997,1.713590849,0.000978,4.812740784,54,54,9.995,1.938325236,0.000293,3000,6,5000,2508.120933,0.155900306,5.064150803,4.673133981,1,1.806,0.876,4,5000,1009.907507,3000,6,9000,2507.60868,0.155611612,9.033537967,8.643324939,1500,0.902,1.806,4,5000,1520.207411,1500,1.806,1.806,4,5000,1509.756507,3000,1500,500,5,5,5,5000,5000,5000,15.9430278,15.97427829,15.96604981,258,624,1301,3,33,4805.271831,7.443595086,2.666030077,18.52230373,2.706734974,0.389393939,0.134682528,2.671684475,16.49900348,219.5110626,81.14218209,0.143249944,3.234955432,3.081380542,5,4,116.8062764,122.5175589,2824.597986,5,-0.020978676,3.33244907,11.09268292,0,4,1,0.199290617,0.205333802,-36.43653207,8989.048227,10.17326478,8.080637114,15.39955063,6.37870925,7.336001973,7.268175789,131.5446538,7.282842412,9.084512519
FXLH,R118,FTPZQ01NPPHF,R118-EVT,R118-EVT_E1AEN-LHWTE1,,FXLH_F05-4FT-02_1_QT1,PASS,2019/12/5 20:50,2019/12/5 20:55,V1.2.2.0,,2.425016466,74,55.5,9.998,1.728200025,0.000392,4.812800417,55,57,10.001,1.940088431,0.000903,3000,6,5000,2508.147338,0.155001142,5.064024085,4.675258384,1,1.806,0.876,4,5000,1009.198748,3000,6,9000,2509.482645,0.154657975,9.033448541,8.645337037,1500,0.902,1.806,4,5000,1510.719994,1500,1.806,1.806,4,5000,1508.67556,3000,1500,500,5,5,5,5000,5000,5000,15.95351856,15.93668455,15.96917708,258,624,1301,3,33,4805.249469,8.96318735,2.665856021,18.50302704,2.698457651,0.390759794,0.120073923,2.66653774,16.49999221,219.494238,81.14495973,0.148208118,3.250217332,3.103550907,5,4,115.8858153,122.0421123,2824.545808,5,-0.021033126,3.331375279,11.09263027,0,4,1,0.199357766,0.20536585,-36.43758401,8988.809756,10.18829644,8.086678303,15.40221465,6.367685712,7.31624905,7.269331326,131.6108716,7.286434732,9.192094281
FXLH,R118,FTPZQ01NPPHF,R118-EVT,R118-EVT_E1AEN-LHWTE1,,FXLH_F05-4FT-02_1_QT1,FAIL,2019/12/5 20:55,2019/12/5 21:00,V1.2.2.0,CB Error Could not set PASS CB,2.424979196,74,56.5,9.997,1.714190736,0.00051,4.812882411,55,56,10.004,1.944836322,0.00089,3000,6,5000,2508.14989,0.154596801,5.064135895,4.676383945,1,1.806,0.876,4,5000,1009.868826,3000,6,9000,2507.570825,0.154564885,9.033351662,8.645769266,1500,0.902,1.806,4,5000,1510.543824,1500,1.806,1.806,4,5000,1509.742667,3000,1500,500,5,5,5,5000,5000,5000,15.94371536,15.95919644,15.96660429,258,624,1301,3,33,4805.182383,8.928211792,2.665012334,18.51938104,2.708584317,0.394115204,0.119672627,2.668691681,16.50029197,219.5093751,81.16115176,0.145793093,3.232851973,3.101812766,5,4,116.837739,122.6466536,2824.486175,5,-0.021085868,3.333056264,11.09279159,0,4,1,0.199346778,0.205299372,-36.43326421,8988.951348,10.16137822,8.076051226,15.40171424,6.360517995,7.330823811,7.264926746,131.5573394,7.283606324,9.191485765
FXLH,R118,FTPZQ01NPPHF,R118-EVT,R118-EVT_E1AEN-LHWTE1,,FXLH_F05-4FT-02_1_QT1,PASS,2019/12/5 21:01,2019/12/5 21:06,V1.2.2.0,,2.424956834,73,58.5,9.998,1.720661287,0.00061,4.812599157,55,57,9.997,1.93924378,0.000811,3000,6,5000,2508.09992,0.154409674,5.064098625,4.676823733,1,1.806,0.876,4,5000,1009.894177,3000,6,9000,2507.540249,0.154290381,9.033388923,8.646499583,1500,0.902,1.806,4,5000,1510.345831,1500,1.806,1.806,4,5000,1509.796585,3000,1500,500,5,5,5,5000,5000,5000,15.94573367,15.93557559,15.94917144,258,624,1301,3,33,4805.309102,7.887657515,2.679882022,18.51542369,2.698641376,0.366686901,0.134914602,2.66727506,16.50109457,219.5098586,81.14170827,0.145116209,3.225747242,3.082514322,5,4,115.9809317,122.6699745,2824.284916,5,-0.020988748,3.331250927,11.09270533,0,4,1,0.199333714,0.205301814,-36.44001166,8989.130201,10.16754511,8.074491975,15.39815818,6.374002489,7.322447373,7.268937283,131.5530504,7.296713697,9.183849008
FXLH,R118,FTPZQ01NPPHF,R118-EVT,R118-EVT_E1AEN-LHWTE1,,FXLH_F05-4FT-02_1_QT1,PASS,2019/12/5 21:06,2019/12/5 21:11,V1.2.2.0,,2.425068645,71,57.5,10.003,1.718637424,0.000791,4.812882411,54,56,9.996,1.939027849,0.000377,3000,6,5000,2508.090024,0.154282487,5.064038993,4.677084625,1,1.806,0.876,4,5000,1009.825022,3000,6,9000,2507.558932,0.15408417,9.033470897,8.647095761,1500,0.902,1.806,4,5000,1517.091123,1500,1.806,1.786,4,5000,1508.400981,3000,1500,500,5,5,5,5000,5000,5000,15.96099295,15.96117039,15.94548969,258,624,1301,3,33,4805.36128,7.422618937,2.685592022,18.50490056,2.700473798,0.394110369,0.139432802,2.671609534,16.50127104,219.493399,81.16453618,0.14908565,3.198586143,3.086036536,5,4,116.8008704,122.1880515,2824.523445,5,-0.021014997,3.33197407,11.09271933,0,4,1,0.199348609,0.205299433,-36.43203695,8989.16001,10.17766936,8.079972318,15.4095806,6.360090108,7.332254937,7.270404671,131.6029126,7.292362301,9.192279272
FXLH,R118,FTPZQ01NPPHF,R118-EVT,R118-EVT_E1AEN-LHWTE1,,FXLH_F05-4FT-02_2_QT1,PASS,2019/12/5 21:20,2019/12/5 21:25,V1.2.2.0,,2.426519603,72,58.5,9.997,1.682299563,0.001069,4.813293617,54,57,9.997,1.905855268,0.001772,3000,6,5000,2509.126956,0.150840108,5.064790063,4.686313081,1,1.806,0.876,4,5000,1010.443245,3000,6,9000,2507.994283,0.150634504,9.034816477,8.657026003,1500,0.876,1.806,4,5000,1513.749671,1500,1.806,1.806,4,5000,1509.849762,3000,1500,500,5,5,5,5000,5000,5000,16.35957638,16.35254141,16.35512387,258,624,1301,3,33,4805.757835,8.945787704,2.696486289,18.52150024,2.712075179,0.409062832,0.134704666,2.685351367,16.53373233,219.3856242,81.17862713,0.161537644,3.22200572,3.09458279,5,4,115.8223627,122.3106768,2821.793386,5,-0.020700695,3.298378737,11.06896974,0,4,1,0.199206639,0.205200511,-36.44677594,8984.452876,9.68072408,8.084240716,15.42590222,6.368038749,7.351308141,7.278938427,131.6697387,7.336954038,9.171867383
FXLH,R118,FTPZQ01NPPHF,R118-EVT,R118-EVT_E1AEN-LHWTE1,,FXLH_F05-4FT-02_2_QT1,PASS,2019/12/5 21:26,2019/12/5 21:31,V1.2.2.0,,2.426504666,71,57.5,9.996,1.682996887,0.000803,4.813293617,55,57,9.997,1.90506439,0.002967,3000,6,5000,2509.147959,0.150222703,5.064692971,4.687761982,1,1.806,0.876,4,5000,1010.489506,3000,6,9000,2508.08578,0.150152673,9.03480901,8.658213225,1500,0.876,1.806,4,5000,1521.837655,1500,1.806,1.806,4,5000,1510.22542,3000,1500,500,5,5,5,5000,5000,5000,16.35608116,16.33401897,16.36480807,258,624,1301,3,33,4805.854927,8.970182643,2.694669283,18.5225822,2.707604229,0.397452432,0.13534268,2.68677295,16.5438702,219.349354,81.1935125,0.161489126,3.203081072,3.100327342,5,4,116.4508688,122.4520588,2821.778449,5,-0.020724205,3.321775766,11.06935194,0,4,1,0.199294444,0.205245268,-36.44516868,8984.452876,10.17413212,8.08398357,15.42473536,6.371568446,7.342720423,7.276883682,131.6755905,7.335086088,9.217084809
FXLH,R118,FTPZQ01NPPHF,R118-EVT,R118-EVT_E1AEN-LHWTE1,,FXLH_F05-4FT-02_2_QT1,PASS,2019/12/5 21:31,2019/12/5 21:36,V1.2.2.0,,2.426527071,74,58.5,9.997,1.681706261,0.000491,4.81333096,55,55,9.996,1.904343028,0.002195,3000,6,5000,2509.230058,0.149860616,5.064685503,4.688650742,1,1.806,0.902,4,5000,1010.438458,3000,6,9000,2509.401538,0.149847803,9.034838877,8.658810569,1500,0.876,1.806,4,5000,1513.992511,1500,1.806,1.806,4,5000,1510.639059,3000,1500,500,5,5,5,5000,5000,5000,16.3386941,16.32807487,16.35256367,258,624,1301,3,33,4805.892269,7.461788883,2.702090138,18.52712593,2.720633786,0.404591882,0.135313569,2.682840551,16.53845557,219.402835,81.20575121,0.164431754,3.205159489,3.100919264,5,4,116.156076,122.7603982,2821.770981,5,-0.020658927,3.322040839,11.0696086,0,4,1,0.199260006,0.205310236,-36.45015972,8984.437942,10.17515585,8.085710817,15.42856587,6.35421592,7.342984847,7.27804084,131.6811438,7.293020828,9.198322772
FXLH,R118,FTPZQ01NPPHF,R118-EVT,R118-EVT_E1AEN-LHWTE1,,FXLH_F05-4FT-02_2_QT1,FAIL,2019/12/5 21:36,2019/12/5 21:41,V1.2.2.0,CB Error Could not set PASS CB,2.426504666,71,56.5,10.003,1.682345151,0.000806,4.813308554,54,55,10.005,1.90550324,0.001705,3000,6,5000,2509.274715,0.149652578,5.06470044,4.68918101,1,1.806,0.902,4,5000,1010.603691,3000,6,9000,2507.132895,0.14972727,9.034771676,8.659385513,1500,0.876,1.806,4,5000,1511.312879,1500,1.806,1.806,4,5000,1510.639793,3000,1500,500,5,5,5,5000,5000,5000,16.36162453,16.35173996,16.35047099,258,624,1301,3,33,4805.795178,7.673551322,2.698249925,18.52333423,2.696869583,0.392595763,0.136555635,2.683832748,16.54263542,219.4152736,81.18979116,0.161341146,3.100072243,3.101263743,5,4,116.6583565,122.4437033,2821.756044,5,-0.020613494,3.321689463,11.06952174,0,4,1,0.19923723,0.205206983,-36.44749831,8984.400608,10.16466137,8.086356109,15.43115674,6.366117429,7.355111966,7.274033239,131.6793509,7.298896379,9.177456734
FXLH,R118,FTPZQ01NPPHF,R118-EVT,R118-EVT_E1AEN-LHWTE1,,FXLH_F05-4FT-02_2_QT1,FAIL,2019/12/5 21:47,2019/12/5 21:52,V1.2.2.0,CB Error Could not set PASS CB,2.426542008,71,60.5,9.997,1.681670799,0.000939,4.813413114,54,57,9.996,1.905684843,0.001953,3000,6,5000,2508.077784,0.155215068,5.064730314,4.675438851,1,1.806,0.876,4,5000,1010.582207,3000,6,9000,2508.164204,0.154095481,9.034794076,8.648297308,1500,0.876,1.806,4,5000,1519.825966,1500,1.806,1.806,4,5000,1509.346517,3000,1500,500,5,5,5,5000,5000,5000,16.35042647,16.33214892,16.35536875,258,624,1301,3,33,4805.847458,8.950115525,2.698298443,18.52242451,2.715088158,0.397006065,0.136257248,2.684070487,16.54209929,219.4566823,81.18961407,0.159936545,3.245052518,3.101161855,5,4,115.8317118,122.7663736,2821.823261,5,-0.020664423,3.322035795,11.0695195,0,4,1,0.199291146,0.205282698,-36.44767204,8984.251272,9.700880957,8.083576017,15.41778028,6.371934758,7.341293989,7.275013306,131.6893562,7.292732144,9.089369234
FXLH,R118,FTPZQ01NPPHF,R118-EVT,R118-EVT_E1AEN-LHWTE1,,FXLH_F05-4FT-02_2_QT1,PASS,2019/12/5 21:52,2019/12/5 21:57,V1.2.2.0,,2.426542008,70,57.5,9.995,1.680565156,0.000996,4.813308554,55,56,10.001,1.908589612,0.001911,3000,6,5000,2509.279905,0.153128678,5.064767657,4.680524943,1,1.806,0.876,4,5000,1009.073808,3000,6,9000,2510.203456,0.152599014,9.035010614,8.651956042,1500,0.876,1.806,4,5000,1510.56488,1500,1.806,1.806,4,5000,1510.668289,3000,1500,500,5,5,5,5000,5000,5000,16.3459517,16.37867764,16.34334698,258,624,1301,3,33,4805.884801,7.649825933,2.703300667,18.52731272,2.720497935,0.391278494,0.136414932,2.682927884,16.53804802,219.434008,81.21692495,0.165331766,3.156928629,3.104068094,5,4,116.9354167,121.973827,2821.785918,5,-0.020684574,3.322260518,11.0697106,0,4,1,0.199310075,0.205185856,-36.44801165,8984.236339,10.16237131,8.087624859,15.43161038,6.364455681,7.337004982,7.278310116,131.6920952,7.299248136,9.200944744
FXLH,R118,FTPZQ01NPPHF,R118-EVT,R118-EVT_E1AEN-LHWTE1,,FXLH_F05-4FT-02_2_QT1,PASS,2019/12/5 21:58,2019/12/5 22:03,V1.2.2.0,,2.426489729,71,56.5,9.998,1.683628249,0.000397,4.813316023,56,56,10.001,1.905341361,0.002104,3000,6,5000,2509.260193,0.151995872,5.064737783,4.683340592,1,1.806,0.876,4,5000,1010.625953,3000,6,9000,2508.163691,0.151776429,9.034921012,8.654240885,1500,0.876,1.806,4,5000,1514.194699,1500,1.806,1.806,4,5000,1509.742256,3000,1500,500,5,5,5,5000,5000,5000,16.35688261,16.37282259,16.35507934,258,624,1301,3,33,4805.839989,8.245539398,2.706347609,18.52495474,2.715311342,0.397629524,0.136764263,2.686348416,16.54624032,219.3816769,81.21049629,0.168606743,3.181612347,3.101748925,5,4,116.5105701,122.8325131,2821.696295,5,-0.020736846,3.321888408,11.06951502,0,4,1,0.19922569,0.205185123,-36.44401983,8984.348341,10.17078679,8.087928098,15.43629967,6.364979678,7.333220564,7.279360535,131.6956325,7.337912272,9.181677531
FXLH,R118,FTPZQ01NPPHF,R118-EVT,R118-EVT_E1AEN-LHWTE1,,FXLH_F05-4FT-02_2_QT1,PASS,2019/12/5 22:04,2019/12/5 22:09,V1.2.2.0,,2.426497197,74,58.5,10,1.684929312,0.000782,4.81327868,55,57,10.001,1.905148886,0.001564,3000,6,5000,2509.217451,0.151406147,5.064775126,4.684864179,1,1.806,0.902,4,5000,1009.676567,3000,6,9000,2508.786535,0.151140519,9.034756742,8.655577443,1500,0.876,1.806,4,5000,1521.505231,1500,1.806,1.806,4,5000,1509.971115,3000,1500,500,5,5,5,5000,5000,5000,16.36218109,16.37344594,16.34056416,258,624,1301,3,33,4805.877332,8.980745051,2.683895822,18.52563399,2.707761913,0.407699472,0.139803927,2.68912123,16.52801446,219.4432757,81.18264686,0.165096453,3.251575465,3.10085619,5,4,116.6091229,122.1085732,2821.688827,5,-0.020618807,3.322182061,11.0696383,0,4,1,0.199257502,0.205187016,-36.44472595,8984.430476,10.14846115,8.088384169,15.43036589,6.368686466,7.346153084,7.274106016,131.6874929,7.312971502,9.163000497
FXLH,R118,FTPZQ01NPPHF,R118-EVT,R118-EVT_E1AEN-LHWTE1,,FXLH_F05-4FT-02_2_QT1,PASS,2019/12/5 22:11,2019/12/5 22:16,V1.2.2.0,,2.426489729,74,56.5,10.001,1.690661166,0.000178,4.813241337,56,57,10.002,1.911152238,0.000195,3000,6,5000,2509.221861,0.150867144,5.064633223,4.686074087,1,1.806,0.876,4,5000,1010.544673,3000,6,9000,2508.067739,0.150886124,9.03480901,8.656376391,1500,0.876,1.806,4,5000,1513.978997,1500,1.806,1.806,4,5000,1509.552713,3000,1500,500,5,5,5,5000,5000,5000,16.35672677,16.3536768,16.33771455,258,624,1301,3,33,4805.877332,7.989601159,2.688963545,18.54328248,2.713259023,0.402660859,0.141536026,2.687352742,16.52383947,219.3597086,81.18314902,0.166923162,3.192328231,3.121854858,5,4,116.2132034,122.8263254,2821.688827,5,-0.020653065,3.322714449,11.069552,0,4,1,0.199210363,0.205290147,-36.44391503,8984.228872,9.731384336,8.090865873,15.420114,6.354082495,7.347899739,7.27528986,131.7262499,7.296528692,9.136585192
FXLH,R118,FTPZQ01NPPHF,R118-EVT,R118-EVT_E1AEN-LHWTE1,,FXLH_F05-4FT-02_2_QT1,PASS,2019/12/5 22:16,2019/12/5 22:21,V1.2.2.0,,2.426489729,73,58.5,10.003,1.682590655,0.000772,4.813293617,54,53,10,1.905458193,0.001459,3000,6,5000,2509.223866,0.150572356,5.064730314,4.686910566,1,1.806,0.902,4,5000,1009.724231,3000,6,9000,2508.194985,0.150634358,9.034883678,8.657063337,1500,0.876,1.806,4,5000,1521.559262,1500,1.806,1.806,4,5000,1510.63583,3000,1500,500,5,5,5,5000,5000,5000,16.35407753,16.3488013,16.33272774,258,624,1301,3,33,4805.877332,8.930557848,2.703193927,18.52502994,2.717698436,0.401850605,0.139990722,2.685715253,16.53903779,219.399009,81.20174119,0.163058689,3.220576329,3.094051516,5,4,116.8935223,122.1720314,2821.711232,5,-0.020608548,3.320607315,11.06949652,0,4,1,0.199296153,0.205235315,-36.44661847,8984.475276,9.283646461,8.087729173,15.43334733,6.356311905,7.350036964,7.278581818,131.6892276,7.293476899,9.138549609
FXLH,R118,FTPZQ01NPPHF,R118-EVT,R118-EVT_E1AEN-LHWTE1,,FXLH_F05-4FT-02_6_QT1,PASS,2019/12/5 22:29,2019/12/5 22:34,V1.2.2.0,,2.423754911,75,58.5,10.003,1.697241275,0.000833,4.806458449,58,57,9.992,1.918267442,0.000651,3000,6,5000,2509.394128,0.153601877,5.083291471,4.697843822,1,1.806,0.902,4,5000,1010.7316,3000,6,9000,2508.77071,0.153001603,9.063887181,8.68004124,1500,0.902,1.806,4,5000,1522.552149,1500,1.806,1.806,4,5000,1510.190523,3000,1500,500,5,5,5,5000,5000,5000,16.39406359,16.39600473,16.38172508,258,624,1301,3,33,4797.991581,8.983835389,2.722046379,18.5628603,2.755411015,0.456384842,0.182376189,2.740773265,16.58044566,221.6158863,81.54013498,0.223697868,3.221842119,3.145230741,5,4,117.3487439,121.8999819,2821.25759,5,-0.019514441,3.326413354,11.09115295,0,4,1,0.200744119,0.206676627,-36.27064985,9014.191941,10.08532786,8.177514439,15.47383326,6.439567958,7.42783363,7.360661895,131.3885983,7.368142438,9.2573759
FXLH,R118,FTPZQ01NPPHF,R118-EVT,R118-EVT_E1AEN-LHWTE1,,FXLH_F05-4FT-02_6_QT1,PASS,2019/12/5 22:34,2019/12/5 22:39,V1.2.2.0,,2.42378475,71,57.5,10,1.692635899,0.000649,4.806518128,56,57,10.004,1.919157655,0.00105,3000,6,5000,2509.44433,0.152790233,5.083418288,4.699999703,1,1.806,0.902,4,5000,1010.171882,3000,6,9000,2508.871693,0.152543578,9.064096016,8.68138375,1500,0.902,1.806,4,5000,1511.003124,1500,1.806,1.806,4,5000,1510.831679,3000,1500,500,5,5,5,5000,5000,5000,16.39473295,16.39790125,16.36481262,258,624,1301,3,33,4798.051259,9.002153848,2.719564209,18.55941298,2.756663039,0.425271419,0.197765153,2.738359167,16.57585814,221.5268106,81.5227136,0.219915051,3.243959767,3.138528154,5,4,119.7403106,122.4992236,2821.26505,5,-0.019573623,3.326553508,11.09143214,0,4,1,0.200666184,0.206694401,-36.27236479,9014.251608,9.972874155,8.164281874,15.47276114,6.424166839,7.409901718,7.366000625,131.4090091,7.369763993,9.233016118
FXLH,R118,FTPZQ01NPPHF,R118-EVT,R118-EVT_E1AEN-LHWTE1,,FXLH_F05-4FT-02_6_QT1,PASS,2019/12/5 22:44,2019/12/5 22:49,V1.2.2.0,,2.423799669,74,57.5,10,1.691142467,0.000016,4.806540507,53,57,10.001,1.919078534,0.001174,3000,6,5000,2509.49625,0.151838804,5.083313851,4.702274941,1,1.806,0.902,4,5000,1009.720824,3000,6,9000,2508.937965,0.151689349,9.064096016,8.683516849,1500,0.902,1.806,4,5000,1511.567594,1500,1.806,1.806,4,5000,1510.906871,3000,1500,500,5,5,5,5000,5000,5000,16.38728076,16.36657526,16.36117577,258,624,1301,3,33,4798.103478,9.002148985,2.718827581,18.56225009,2.749549594,0.445743847,0.199693028,2.738305683,16.57967499,221.4082188,81.52966416,0.20518735,3.29191239,3.1383677,5,4,117.3983687,121.621503,2821.24267,5,-0.019472483,3.326700389,11.09164742,0,4,1,0.200677911,0.20666435,-36.27358414,9014.266525,9.725301457,8.169382356,15.47305287,6.439040406,7.416349038,7.352935808,131.3978713,7.371103538,9.248072323
FXLH,R118,FTPZQ01NPPHF,R118-EVT,R118-EVT_E1AEN-LHWTE1,,FXLH_F05-4FT-02_6_QT1,PASS,2019/12/5 22:49,2019/12/5 22:54,V1.2.2.0,,2.423739991,73,59.5,9.995,1.697521436,0.000224,4.806450989,54,56,10.008,1.918276065,0.001201,3000,6,5000,2509.011493,0.151487571,5.083410828,4.703326772,1,1.806,0.902,4,5000,1009.454307,3000,6,9000,2508.976269,0.151380847,9.064021432,8.684210479,1500,0.902,1.806,4,5000,1516.652355,1500,1.806,1.806,4,5000,1510.948282,3000,1500,500,5,5,5,5000,5000,5000,16.37978394,16.35934619,16.38214901,258,624,1301,3,33,4798.081098,8.892833855,2.719267613,18.55714961,2.744643602,0.439593124,0.179247343,2.737459654,16.58418471,221.5612087,81.55300774,0.220940982,3.252451104,3.132530591,5,4,116.302945,122.5028418,2821.212831,5,-0.019604832,3.326052318,11.09161658,0,4,1,0.200670215,0.206703379,-36.27123402,9014.370942,10.24215186,8.166717853,15.4653754,6.41922438,7.42145195,7.364612458,131.3978786,7.371161885,9.21918924
FXLH,R118,FTPZQ01NPPHF,R118-EVT,R118-EVT_E1AEN-LHWTE1,,FXLH_F05-4FT-02_6_QT1,PASS,2019/12/5 22:54,2019/12/5 22:59,V1.2.2.0,,2.42378475,73,59.5,10.001,1.693509824,0.000775,4.806518128,55,56,10.001,1.91976419,0.000937,3000,6,5000,2509.596563,0.151116361,5.083425748,4.704184649,1,1.806,0.902,4,5000,1010.396385,3000,6,9000,2508.929997,0.150991238,9.063961765,8.685135319,1500,0.902,1.806,4,5000,1512.805328,1500,1.806,1.806,4,5000,1510.942904,3000,1500,500,5,5,5,5000,5000,5000,16.40365773,16.38913265,16.36006017,258,624,1301,3,33,4798.006501,8.764546294,2.718941844,18.55504912,2.751557696,0.439289234,0.178299207,2.717935362,16.59721306,221.5562683,81.50416419,0.217170321,3.278337361,3.154148074,5,4,116.7753903,121.8290533,2821.26505,5,-0.019747015,3.326426809,11.09138168,0,4,1,0.20055435,0.206607792,-36.26306464,9014.415693,10.2203958,8.162618991,15.47241835,6.425204925,7.418396037,7.36592283,131.3892742,7.368460915,9.218974998
